,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,date
689,42,Moianès,08138,Moià,0,Home,Sospitós,2,11-07
690,08,Baix Camp,43033,Botarell,0,Home,Sospitós,6,11-07
691,41,Vallès Oriental,08096,Granollers,1,Dona,Sospitós,27,11-07
692,19,Garrotxa,17133,Les Planes d'Hostoles,1,Dona,Sospitós,1,11-07
693,08,Baix Camp,43038,Cambrils,1,Dona,Positiu PCR,6,11-07
694,10,Baix Empordà ,17022,La Bisbal d'Empordà,1,Dona,Positiu PCR,1,11-07
695,20,Gironès,17089,Llagostera,1,Dona,Sospitós,3,11-07
696,41,Vallès Oriental,08124,Mollet del Vallès,0,Home,Positiu PCR,15,11-07
697,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu PCR,25,11-07
698,09,Baix Ebre,43013,L'Ametlla de Mar,0,Home,Sospitós,5,11-07
699,07,Bages,08113,Manresa,1,Dona,Positiu per ELISA,1,11-07
700,09,Baix Ebre,43104,El Perelló,1,Dona,Positiu PCR,1,11-07
701,20,Gironès,17025,Bordils,1,Dona,Sospitós,1,11-07
702,02,Alt Empordà ,17100,Masarac,0,Home,Sospitós,1,11-07
703,08,Baix Camp,43038,Cambrils,1,Dona,Sospitós,25,11-07
704,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Sospitós,2,11-07
705,21,Maresme,08118,El Masnou,1,Dona,Positiu PCR,3,11-07
706,21,Maresme,08235,Sant Pol de Mar,1,Dona,Sospitós,2,11-07
707,19,Garrotxa,17109,Montagut i Oix,1,Dona,Sospitós,1,11-07
708,21,Maresme,08032,Caldes d'Estrac,1,Dona,Sospitós,1,11-07
709,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Positiu PCR,2,11-07
710,10,Baix Empordà ,17110,Mont-Ras,1,Dona,Sospitós,1,11-07
711,08,Baix Camp,43129,Riudoms,1,Dona,Positiu PCR,1,11-07
712,34,Selva,17193,Sils,1,Dona,Positiu PCR,1,11-07
713,21,Maresme,08153,Òrrius,0,Home,Sospitós,1,11-07
714,20,Gironès,17044,Cassà de la Selva,1,Dona,Sospitós,2,11-07
715,06,Anoia,08102,Igualada,0,Home,Sospitós,9,11-07
716,21,Maresme,08126,Montgat,0,Home,Positiu PCR,2,11-07
717,03,Alt Penedès,08273,Subirats,0,Home,PCR probable,1,11-07
718,21,Maresme,08110,Malgrat de Mar,0,Home,Sospitós,13,11-07
719,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Positiu PCR,1,11-07
720,34,Selva,17164,Sant Hilari Sacalm,1,Dona,Sospitós,1,11-07
721,02,Alt Empordà ,17198,Torroella de Fluvià,1,Dona,Sospitós,1,11-07
722,28,Pla de l'Estany,17218,Vilademuls,0,Home,Sospitós,2,11-07
723,11,Baix Llobregat,08147,Olesa de Montserrat,0,Home,Sospitós,14,11-07
724,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Sospitós,14,11-07
725,41,Vallès Oriental,08023,Bigues i Riells,0,Home,Positiu PCR,2,11-07
726,36,Tarragonès,43148,Tarragona,0,Home,Sospitós,53,11-07
727,24,Osona,08183,Roda de Ter,0,Home,Sospitós,1,11-07
728,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,Sospitós,10,11-07
729,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Positiu PCR,2,11-07
730,41,Vallès Oriental,08046,Cardedeu,0,Home,Sospitós,7,11-07
731,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Sospitós,15,11-07
732,14,Berguedà ,08022,Berga,1,Dona,Positiu per ELISA,1,11-07
733,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Positiu PCR,1,11-07
734,21,Maresme,08197,Sant Andreu de Llavaneres,1,Dona,Sospitós,5,11-07
735,36,Tarragonès,43171,Vila-Seca,0,Home,Sospitós,16,11-07
736,20,Gironès,17089,Llagostera,1,Dona,Positiu PCR,2,11-07
737,36,Tarragonès,43095,El Morell,1,Dona,Positiu per Test Ràpid,1,11-07
738,13,Barcelonès,08015,Badalona,0,Home,Positiu PCR,26,11-07
739,22,Montsià ,43014,Amposta,0,Home,Sospitós,24,11-07
740,28,Pla de l'Estany,17190,Serinyà,1,Dona,Sospitós,1,11-07
741,33,Segrià ,25211,Sudanell,0,Home,Positiu PCR,1,11-07
742,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Sospitós,12,11-07
743,07,Bages,08010,Artés,0,Home,Sospitós,1,11-07
744,21,Maresme,08029,Cabrera de Mar,1,Dona,Positiu PCR,1,11-07
745,41,Vallès Oriental,08902,Vilanova del Vallès,0,Home,Sospitós,8,11-07
746,30,Ribera d'Ebre,43094,Móra la Nova,1,Dona,Sospitós,4,11-07
747,34,Selva,17008,Anglès,1,Dona,Sospitós,1,11-07
748,36,Tarragonès,43043,El Catllar,1,Dona,Sospitós,1,11-07
749,34,Selva,17023,Blanes,1,Dona,Sospitós,12,11-07
750,41,Vallès Oriental,08088,La Garriga,1,Dona,Sospitós,6,11-07
751,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,0,Home,Sospitós,5,11-07
752,34,Selva,17150,Riudellots de la Selva,0,Home,Sospitós,1,11-07
753,40,Vallès Occidental,08238,Sant Quirze del Vallès,1,Dona,Sospitós,12,11-07
754,41,Vallès Oriental,08023,Bigues i Riells,1,Dona,Positiu PCR,1,11-07
755,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Sospitós,10,11-07
756,34,Selva,17180,Santa Coloma de Farners,1,Dona,Sospitós,7,11-07
757,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,Positiu PCR,1,11-07
758,40,Vallès Occidental,08184,Rubí,1,Dona,Sospitós,78,11-07
759,39,Aran,25121,Les,0,Home,Sospitós,2,11-07
760,03,Alt Penedès,08288,Torrelles de Foix,0,Home,Sospitós,1,11-07
761,30,Ribera d'Ebre,43093,Móra d'Ebre,1,Dona,Positiu PCR,3,11-07
762,40,Vallès Occidental,08187,Sabadell,1,Dona,Sospitós,160,11-07
763,11,Baix Llobregat,08072,Corbera de Llobregat,1,Dona,Positiu per ELISA,1,11-07
764,11,Baix Llobregat,08069,Collbató,0,Home,Sospitós,2,11-07
765,11,Baix Llobregat,08076,Esparreguera,0,Home,Sospitós,3,11-07
766,30,Ribera d'Ebre,43150,Tivissa,0,Home,Positiu PCR,2,11-07
767,34,Selva,17213,Vidreres,0,Home,Sospitós,2,11-07
768,11,Baix Llobregat,08072,Corbera de Llobregat,0,Home,Sospitós,3,11-07
769,36,Tarragonès,43153,Torredembarra,1,Dona,Sospitós,2,11-07
770,36,Tarragonès,43148,Tarragona,0,Home,Positiu PCR,17,11-07
771,33,Segrià ,25011,Alcarràs,0,Home,Positiu PCR,1,11-07
772,40,Vallès Occidental,08054,Castellbisbal,1,Dona,Sospitós,3,11-07
773,21,Maresme,08009,Argentona,1,Dona,Sospitós,9,11-07
774,24,Osona,08112,Manlleu,1,Dona,Sospitós,2,11-07
775,11,Baix Llobregat,08072,Corbera de Llobregat,0,Home,Positiu PCR,1,11-07
776,01,Alt Camp,43161,Valls,1,Dona,Sospitós,4,11-07
777,09,Baix Ebre,43025,Benifallet,0,Home,Sospitós,1,11-07
778,02,Alt Empordà ,17210,Ventalló,0,Home,Sospitós,1,11-07
779,20,Gironès,17020,Bescanó,0,Home,Sospitós,1,11-07
780,31,Ripollès,17145,Ribes de Freser,0,Home,Sospitós,2,11-07
781,31,Ripollès,17147,Ripoll,0,Home,Sospitós,4,11-07
782,08,Baix Camp,43129,Riudoms,0,Home,Positiu PCR,2,11-07
783,07,Bages,08098,Sant Salvador de Guardiola,1,Dona,Positiu PCR,1,11-07
784,30,Ribera d'Ebre,43150,Tivissa,0,Home,Sospitós,2,11-07
785,24,Osona,08183,Roda de Ter,1,Dona,Positiu PCR,1,11-07
786,11,Baix Llobregat,08204,Sant Climent de Llobregat,1,Dona,Sospitós,1,11-07
787,21,Maresme,08281,Teià,1,Dona,Sospitós,1,11-07
788,14,Berguedà ,08049,Casserres,0,Home,Sospitós,1,11-07
789,11,Baix Llobregat,08068,Cervelló,1,Dona,Sospitós,1,11-07
790,41,Vallès Oriental,08202,Sant Celoni,0,Home,Sospitós,3,11-07
791,09,Baix Ebre,43906,L'Ampolla,1,Dona,Sospitós,1,11-07
792,33,Segrià ,25182,Puigverd de Lleida,1,Dona,Sospitós,1,11-07
793,40,Vallès Occidental,08187,Sabadell,1,Dona,Positiu PCR,21,11-07
794,21,Maresme,08235,Sant Pol de Mar,0,Home,Sospitós,1,11-07
795,20,Gironès,17169,Sant Julià de Ramis,0,Home,Sospitós,3,11-07
796,23,Noguera,25220,Térmens,1,Dona,Sospitós,1,11-07
797,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Positiu PCR,2,11-07
798,40,Vallès Occidental,08180,Ripollet,1,Dona,Positiu PCR,4,11-07
799,07,Bages,08113,Manresa,0,Home,Positiu PCR,4,11-07
800,16,Conca de Barberà ,43054,L'Espluga de Francolí,1,Dona,Sospitós,1,11-07
801,23,Noguera,25172,Ponts,1,Dona,Positiu PCR,2,11-07
802,33,Segrià ,25011,Alcarràs,0,Home,Sospitós,1,11-07
803,30,Ribera d'Ebre,43093,Móra d'Ebre,0,Home,Positiu PCR,1,11-07
804,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Sospitós,6,11-07
805,06,Anoia,08119,Masquefa,1,Dona,Positiu PCR,1,11-07
806,39,Aran,25025,Naut Aran,1,Dona,Sospitós,2,11-07
807,08,Baix Camp,43092,Mont-Roig del Camp,1,Dona,Sospitós,5,11-07
808,07,Bages,08218,Sant Joan de Vilatorrada,1,Dona,Sospitós,1,11-07
809,21,Maresme,08155,Palafolls,0,Home,Positiu PCR,1,11-07
810,20,Gironès,17067,Flaçà,1,Dona,Sospitós,2,11-07
811,39,Aran,25243,Vielha e Mijaran,1,Dona,Positiu PCR,1,11-07
812,33,Segrià ,25016,Alguaire,0,Home,Sospitós,1,11-07
813,37,Terra Alta,43064,Gandesa,1,Dona,Sospitós,1,11-07
814,34,Selva,17033,Caldes de Malavella,1,Dona,Sospitós,7,11-07
815,11,Baix Llobregat,08020,Begues,0,Home,Sospitós,2,11-07
816,10,Baix Empordà ,17118,Palamós,1,Dona,Sospitós,4,11-07
817,34,Selva,17180,Santa Coloma de Farners,0,Home,Sospitós,9,11-07
818,12,Baix Penedès,43163,El Vendrell,1,Dona,Sospitós,3,11-07
819,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Sospitós,6,11-07
820,36,Tarragonès,43171,Vila-Seca,0,Home,Positiu PCR,2,11-07
821,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu per ELISA,3,11-07
822,33,Segrià ,25019,Almacelles,0,Home,Positiu PCR,2,11-07
823,08,Baix Camp,43053,Duesaigües,0,Home,Sospitós,1,11-07
824,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Sospitós,4,11-07
825,11,Baix Llobregat,08158,El Papiol,0,Home,Sospitós,1,11-07
826,34,Selva,17008,Anglès,0,Home,Positiu PCR,1,11-07
827,40,Vallès Occidental,08156,Palau-Solità i Plegamans,0,Home,Sospitós,6,11-07
828,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Positiu PCR,2,11-07
829,21,Maresme,08163,Pineda de Mar,0,Home,Positiu PCR,2,11-07
830,41,Vallès Oriental,08108,Lliçà de Vall,0,Home,Sospitós,1,11-07
831,40,Vallès Occidental,08266,Cerdanyola del Vallès,1,Dona,Sospitós,64,11-07
832,24,Osona,08303,Vilanova de Sau,0,Home,Sospitós,1,11-07
833,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu PCR,1,11-07
834,06,Anoia,08143,Òdena,0,Home,Sospitós,1,11-07
835,21,Maresme,08035,Calella,0,Home,Positiu PCR,3,11-07
836,03,Alt Penedès,08091,Gelida,0,Home,Sospitós,1,11-07
837,08,Baix Camp,43088,Montbrió del Camp,1,Dona,Sospitós,3,11-07
838,38,Urgell,25244,Vilagrassa,0,Home,Positiu PCR,1,11-07
839,16,Conca de Barberà ,43147,Solivella,1,Dona,Sospitós,1,11-07
840,22,Montsià ,43078,Masdenverge,0,Home,Sospitós,1,11-07
841,41,Vallès Oriental,08041,Canovelles,1,Dona,Sospitós,5,11-07
842,33,Segrià ,25019,Almacelles,1,Dona,Positiu PCR,5,11-07
843,07,Bages,08262,Sant Vicenç de Castellet,0,Home,Positiu PCR,1,11-07
844,21,Maresme,08030,Cabrils,0,Home,Sospitós,8,11-07
845,27,Pla d'Urgell,25137,Mollerussa,1,Dona,Sospitós,1,11-07
846,17,Garraf,08231,Sant Pere de Ribes,1,Dona,Sospitós,3,11-07
847,15,Cerdanya,25051,Bellver de Cerdanya,0,Home,Sospitós,1,11-07
848,09,Baix Ebre,43901,Deltebre,1,Dona,Positiu PCR,2,11-07
849,40,Vallès Occidental,08279,Terrassa,0,Home,Positiu per ELISA,1,11-07
850,02,Alt Empordà ,17135,Pont de Molins,1,Dona,Positiu PCR,1,11-07
851,24,Osona,08117,Les Masies de Voltregà,0,Home,Sospitós,2,11-07
852,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,1,Dona,Positiu PCR,3,11-07
853,10,Baix Empordà ,17199,Torroella de Montgrí,0,Home,Sospitós,3,11-07
854,31,Ripollès,17036,Campdevànol,1,Dona,Sospitós,2,11-07
855,24,Osona,08246,Santa Eugènia de Berga,1,Dona,Positiu PCR,1,11-07
856,34,Selva,17023,Blanes,1,Dona,Positiu PCR,1,11-07
857,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Sospitós,11,11-07
858,10,Baix Empordà ,17022,La Bisbal d'Empordà,0,Home,Sospitós,4,11-07
859,08,Baix Camp,43128,Riudecols,1,Dona,Sospitós,3,11-07
860,19,Garrotxa,17114,Olot,0,Home,Sospitós,3,11-07
861,21,Maresme,08163,Pineda de Mar,1,Dona,Sospitós,17,11-07
862,09,Baix Ebre,43155,Tortosa,0,Home,Sospitós,7,11-07
863,34,Selva,17103,Maçanet de la Selva,1,Dona,Sospitós,2,11-07
864,09,Baix Ebre,43025,Benifallet,0,Home,Positiu PCR,1,11-07
865,12,Baix Penedès,43037,Calafell,0,Home,Positiu PCR,1,11-07
866,33,Segrià ,25011,Alcarràs,1,Dona,Sospitós,1,11-07
867,41,Vallès Oriental,08105,La Llagosta,0,Home,Sospitós,8,11-07
868,21,Maresme,08035,Calella,1,Dona,Positiu PCR,3,11-07
869,40,Vallès Occidental,08267,Sentmenat,1,Dona,Sospitós,2,11-07
870,22,Montsià ,43136,Sant Carles de la Ràpita,1,Dona,Positiu PCR,1,11-07
871,21,Maresme,08281,Teià,0,Home,Sospitós,1,11-07
872,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Positiu PCR,2,11-07
873,36,Tarragonès,43148,Tarragona,1,Dona,Sospitós,63,11-07
874,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Positiu PCR,3,11-07
875,09,Baix Ebre,43133,Roquetes,0,Home,Sospitós,2,11-07
876,02,Alt Empordà ,17234,Biure,1,Dona,Sospitós,1,11-07
877,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Positiu PCR,1,11-07
878,34,Selva,17202,Tossa de Mar,0,Home,Sospitós,1,11-07
879,41,Vallès Oriental,08033,Caldes de Montbui,0,Home,Sospitós,5,11-07
880,11,Baix Llobregat,08208,Sant Esteve Sesrovires,1,Dona,Sospitós,3,11-07
881,21,Maresme,08003,Alella,0,Home,Sospitós,1,11-07
882,11,Baix Llobregat,08157,Pallejà,0,Home,Sospitós,1,11-07
883,13,Barcelonès,08019,Barcelona,1,Dona,PCR probable,1,11-07
884,22,Montsià ,43136,Sant Carles de la Ràpita,0,Home,Sospitós,3,11-07
885,41,Vallès Oriental,08105,La Llagosta,1,Dona,Positiu PCR,2,11-07
886,24,Osona,08298,Vic,0,Home,Sospitós,5,11-07
887,21,Maresme,08282,Tiana,0,Home,Sospitós,1,11-07
888,41,Vallès Oriental,08086,Les Franqueses del Vallès,1,Dona,Sospitós,11,11-07
889,40,Vallès Occidental,08252,Barberà del Vallès,1,Dona,Positiu PCR,3,11-07
890,03,Alt Penedès,08145,Olèrdola,0,Home,Sospitós,2,11-07
891,01,Alt Camp,43160,Vallmoll,1,Dona,Sospitós,1,11-07
892,09,Baix Ebre,43102,Paüls,0,Home,Sospitós,1,11-07
893,16,Conca de Barberà ,43086,Montblanc,0,Home,Sospitós,2,11-07
894,14,Berguedà ,08011,Avià,1,Dona,Sospitós,1,11-07
895,08,Baix Camp,43123,Reus,1,Dona,Sospitós,57,11-07
896,34,Selva,17095,Lloret de Mar,0,Home,Positiu PCR,4,11-07
897,20,Gironès,17186,Sarrià de Ter,1,Dona,Positiu PCR,1,11-07
898,11,Baix Llobregat,08301,Viladecans,0,Home,Sospitós,9,11-07
899,40,Vallès Occidental,08184,Rubí,1,Dona,Positiu PCR,14,11-07
900,34,Selva,17095,Lloret de Mar,1,Dona,Positiu PCR,2,11-07
901,34,Selva,17095,Lloret de Mar,0,Home,Sospitós,5,11-07
902,40,Vallès Occidental,08291,Vacarisses,1,Dona,Sospitós,2,11-07
903,13,Barcelonès,08015,Badalona,0,Home,Sospitós,95,11-07
904,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Sospitós,6,11-07
905,22,Montsià ,43078,Masdenverge,1,Dona,Sospitós,1,11-07
906,36,Tarragonès,43103,Perafort,1,Dona,Sospitós,1,11-07
907,24,Osona,08112,Manlleu,0,Home,Sospitós,4,11-07
908,11,Baix Llobregat,08289,Torrelles de Llobregat,1,Dona,Sospitós,1,11-07
909,11,Baix Llobregat,08157,Pallejà,1,Dona,Sospitós,4,11-07
910,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Sospitós,106,11-07
911,42,Moianès,08034,Calders,0,Home,Sospitós,2,11-07
912,02,Alt Empordà ,17152,Roses,1,Dona,Sospitós,10,11-07
913,20,Gironès,17089,Llagostera,0,Home,Sospitós,3,11-07
914,38,Urgell,25217,Tàrrega,0,Home,Sospitós,1,11-07
915,22,Montsià ,43138,Santa Bàrbara,1,Dona,Sospitós,2,11-07
916,12,Baix Penedès,43037,Calafell,0,Home,Sospitós,1,11-07
917,23,Noguera,25040,Balaguer,0,Home,Positiu PCR,3,11-07
918,40,Vallès Occidental,08167,Polinyà,0,Home,Positiu PCR,3,11-07
919,08,Baix Camp,43007,L'Aleixar,0,Home,Positiu PCR,1,11-07
920,28,Pla de l'Estany,17015,Banyoles,1,Dona,Sospitós,5,11-07
921,34,Selva,17233,Vilobí d'Onyar,0,Home,Sospitós,2,11-07
922,21,Maresme,08030,Cabrils,0,Home,Positiu PCR,2,11-07
923,41,Vallès Oriental,08033,Caldes de Montbui,0,Home,Positiu PCR,4,11-07
924,21,Maresme,08219,Vilassar de Mar,1,Dona,Sospitós,31,11-07
925,02,Alt Empordà ,17016,Bàscara,0,Home,Sospitós,2,11-07
926,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,Positiu PCR,3,11-07
927,08,Baix Camp,43123,Reus,0,Home,Positiu PCR,17,11-07
928,10,Baix Empordà ,17160,Sant Feliu de Guíxols,0,Home,Sospitós,24,11-07
929,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Positiu PCR,6,11-07
930,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Sospitós,20,11-07
931,36,Tarragonès,43148,Tarragona,1,Dona,Positiu PCR,16,11-07
932,41,Vallès Oriental,08135,Montmeló,1,Dona,Positiu PCR,1,11-07
933,41,Vallès Oriental,08014,Aiguafreda,0,Home,Sospitós,1,11-07
934,08,Baix Camp,43007,L'Aleixar,1,Dona,Positiu PCR,1,11-07
935,21,Maresme,08040,Canet de Mar,0,Home,Sospitós,2,11-07
936,39,Aran,25025,Naut Aran,0,Home,Positiu PCR,1,11-07
937,13,Barcelonès,08019,Barcelona,0,Home,Sospitós,344,11-07
938,40,Vallès Occidental,08184,Rubí,0,Home,Sospitós,67,11-07
939,01,Alt Camp,43036,Cabra del Camp,1,Dona,Sospitós,3,11-07
940,21,Maresme,08261,Santa Susanna,0,Home,Positiu PCR,1,11-07
941,16,Conca de Barberà ,43142,Sarral,1,Dona,Positiu PCR,3,11-07
942,24,Osona,08285,Torelló,1,Dona,Sospitós,3,11-07
943,41,Vallès Oriental,08207,Sant Esteve de Palautordera,1,Dona,Sospitós,1,11-07
944,21,Maresme,08155,Palafolls,1,Dona,Positiu PCR,1,11-07
945,09,Baix Ebre,43155,Tortosa,0,Home,Positiu PCR,3,11-07
946,08,Baix Camp,43038,Cambrils,0,Home,Sospitós,28,11-07
947,41,Vallès Oriental,08088,La Garriga,0,Home,Positiu PCR,2,11-07
948,,,,(Altres municipis),0,Home,Positiu PCR,1,11-07
949,01,Alt Camp,43005,Alcover,1,Dona,Sospitós,1,11-07
950,39,Aran,25059,Bossòst,1,Dona,Sospitós,1,11-07
951,11,Baix Llobregat,08114,Martorell,0,Home,Positiu PCR,2,11-07
952,02,Alt Empordà ,17210,Ventalló,1,Dona,Sospitós,1,11-07
953,04,Alt Urgell,25203,La Seu d'Urgell,0,Home,Positiu PCR,2,11-07
954,10,Baix Empordà ,17195,La Tallada d'Empordà,1,Dona,Sospitós,1,11-07
955,06,Anoia,08161,Piera,1,Dona,Sospitós,6,11-07
956,33,Segrià ,25120,Lleida,0,Home,Positiu PCR,5,11-07
957,11,Baix Llobregat,08301,Viladecans,1,Dona,Sospitós,13,11-07
958,07,Bages,08038,Callús,0,Home,Sospitós,1,11-07
959,41,Vallès Oriental,08107,Lliçà d'Amunt,1,Dona,Sospitós,14,11-07
960,11,Baix Llobregat,08169,El Prat de Llobregat,0,Home,Positiu PCR,1,11-07
961,40,Vallès Occidental,08179,Rellinars,0,Home,Sospitós,1,11-07
962,41,Vallès Oriental,08088,La Garriga,0,Home,Sospitós,11,11-07
963,36,Tarragonès,43905,Salou,1,Dona,Sospitós,4,11-07
964,08,Baix Camp,43088,Montbrió del Camp,0,Home,Positiu PCR,1,11-07
965,36,Tarragonès,43148,Tarragona,1,Dona,Positiu per Test Ràpid,1,11-07
966,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Positiu PCR,2,11-07
967,13,Barcelonès,08245,Santa Coloma de Gramenet,0,Home,Sospitós,55,11-07
968,10,Baix Empordà ,17117,Palafrugell,1,Dona,Sospitós,20,11-07
969,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Positiu PCR,1,11-07
970,34,Selva,17180,Santa Coloma de Farners,1,Dona,Positiu PCR,1,11-07
971,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Positiu PCR,1,11-07
972,21,Maresme,08282,Tiana,1,Dona,Sospitós,2,11-07
973,36,Tarragonès,43047,Constantí,0,Home,Sospitós,2,11-07
974,21,Maresme,08172,Premià de Mar,1,Dona,Positiu PCR,11,11-07
975,32,Segarra,25072,Cervera,1,Dona,Sospitós,2,11-07
976,41,Vallès Oriental,08096,Granollers,1,Dona,Positiu PCR,6,11-07
977,22,Montsià ,43014,Amposta,1,Dona,Positiu PCR,6,11-07
978,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,1,Dona,Sospitós,4,11-07
979,36,Tarragonès,43095,El Morell,0,Home,Sospitós,4,11-07
980,21,Maresme,08214,Vilassar de Dalt,0,Home,Positiu PCR,1,11-07
981,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Positiu PCR,12,11-07
982,31,Ripollès,17145,Ribes de Freser,1,Dona,Sospitós,4,11-07
983,10,Baix Empordà ,17117,Palafrugell,0,Home,Positiu PCR,1,11-07
984,21,Maresme,08172,Premià de Mar,0,Home,Sospitós,64,11-07
985,39,Aran,25243,Vielha e Mijaran,1,Dona,Sospitós,3,11-07
986,41,Vallès Oriental,08005,L'Ametlla del Vallès,1,Dona,Sospitós,3,11-07
987,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,0,Home,Sospitós,2,11-07
988,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Sospitós,3,11-07
989,21,Maresme,08118,El Masnou,0,Home,Sospitós,14,11-07
990,36,Tarragonès,43103,Perafort,0,Home,Positiu PCR,1,11-07
991,04,Alt Urgell,25203,La Seu d'Urgell,0,Home,Sospitós,2,11-07
992,34,Selva,17023,Blanes,0,Home,Sospitós,18,11-07
993,21,Maresme,08126,Montgat,0,Home,Sospitós,10,11-07
994,01,Alt Camp,43001,Aiguamúrcia,1,Dona,Sospitós,1,11-07
995,40,Vallès Occidental,08167,Polinyà,0,Home,Sospitós,5,11-07
996,40,Vallès Occidental,08223,Sant Llorenç Savall,1,Dona,Sospitós,5,11-07
997,21,Maresme,08110,Malgrat de Mar,0,Home,Positiu PCR,2,11-07
998,11,Baix Llobregat,08211,Sant Feliu de Llobregat,1,Dona,Positiu PCR,1,11-07
999,02,Alt Empordà ,17132,Peralada,0,Home,Positiu PCR,1,11-07
1000,21,Maresme,08264,Sant Vicenç de Montalt,1,Dona,Sospitós,3,11-07
1001,23,Noguera,25034,Artesa de Segre,0,Home,Sospitós,2,11-07
1002,01,Alt Camp,43170,Vila-Rodona,1,Dona,Sospitós,10,11-07
1003,32,Segarra,25223,Torà,0,Home,Sospitós,1,11-07
1004,13,Barcelonès,08245,Santa Coloma de Gramenet,0,Home,Positiu PCR,14,11-07
1005,41,Vallès Oriental,08115,Martorelles,1,Dona,Sospitós,1,11-07
1006,08,Baix Camp,43129,Riudoms,1,Dona,Sospitós,13,11-07
1007,24,Osona,08067,Centelles,0,Home,Positiu PCR,1,11-07
1008,25,Pallars Jussà ,25115,Isona i Conca Dellà,1,Dona,Sospitós,1,11-07
1009,41,Vallès Oriental,08210,Sant Feliu de Codines,0,Home,Sospitós,2,11-07
1010,21,Maresme,08007,Arenys de Munt,1,Dona,Sospitós,2,11-07
1011,14,Berguedà ,08022,Berga,0,Home,Sospitós,1,11-07
1012,24,Osona,08265,Sant Vicenç de Torelló,0,Home,Sospitós,2,11-07
1013,11,Baix Llobregat,08123,Molins de Rei,0,Home,Positiu PCR,2,11-07
1014,03,Alt Penedès,08273,Subirats,0,Home,Positiu PCR,11,11-07
1015,02,Alt Empordà ,17092,Llançà,0,Home,Sospitós,3,11-07
1016,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,0,Home,Positiu PCR,5,11-07
1017,34,Selva,17213,Vidreres,1,Dona,Sospitós,2,11-07
1018,03,Alt Penedès,08273,Subirats,1,Dona,PCR probable,2,11-07
1019,08,Baix Camp,43127,Riudecanyes,0,Home,Sospitós,1,11-07
1020,10,Baix Empordà ,17901,Cruïlles Monells i Sant Sadurní de l'Heura,0,Home,Sospitós,1,11-07
1021,11,Baix Llobregat,08289,Torrelles de Llobregat,0,Home,Sospitós,1,11-07
1022,40,Vallès Occidental,08054,Castellbisbal,0,Home,Sospitós,4,11-07
1023,40,Vallès Occidental,08267,Sentmenat,0,Home,Sospitós,8,11-07
1024,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,0,Home,Sospitós,29,11-07
1025,21,Maresme,08284,Tordera,0,Home,Positiu PCR,2,11-07
1026,21,Maresme,08075,Dosrius,0,Home,Sospitós,1,11-07
1027,21,Maresme,08264,Sant Vicenç de Montalt,0,Home,Sospitós,2,11-07
1028,20,Gironès,17155,Salt,1,Dona,Positiu PCR,6,11-07
1029,25,Pallars Jussà ,25115,Isona i Conca Dellà,0,Home,Sospitós,2,11-07
1030,13,Barcelonès,08019,Barcelona,1,Dona,Positiu PCR,87,11-07
