,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,date
1106,23,Noguera,25047,Bellcaire d'Urgell,1,Dona,Positiu PCR,1,11-06
1107,34,Selva,17233,Vilobí d'Onyar,0,Home,Sospitós,5,11-06
1108,40,Vallès Occidental,08904,Badia del Vallès,0,Home,Sospitós,11,11-06
1109,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Sospitós,14,11-06
1110,33,Segrià ,25023,Alpicat,1,Dona,Sospitós,3,11-06
1111,24,Osona,08265,Sant Vicenç de Torelló,1,Dona,Positiu PCR,1,11-06
1112,09,Baix Ebre,43906,L'Ampolla,1,Dona,Sospitós,3,11-06
1113,34,Selva,17023,Blanes,0,Home,Sospitós,40,11-06
1114,24,Osona,08283,Tona,0,Home,Sospitós,7,11-06
1115,32,Segarra,25110,Guissona,0,Home,Positiu PCR,1,11-06
1116,41,Vallès Oriental,08248,Santa Eulàlia de Ronçana,0,Home,Sospitós,7,11-06
1117,41,Vallès Oriental,08107,Lliçà d'Amunt,1,Dona,Positiu PCR,2,11-06
1118,11,Baix Llobregat,08076,Esparreguera,0,Home,Sospitós,15,11-06
1119,40,Vallès Occidental,08904,Badia del Vallès,1,Dona,Positiu PCR,3,11-06
1120,09,Baix Ebre,43102,Paüls,0,Home,Sospitós,2,11-06
1121,11,Baix Llobregat,08073,Cornellà de Llobregat,0,Home,Sospitós,81,11-06
1122,21,Maresme,08235,Sant Pol de Mar,1,Dona,Sospitós,4,11-06
1123,02,Alt Empordà ,17152,Roses,0,Home,Sospitós,9,11-06
1124,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Positiu PCR,10,11-06
1125,41,Vallès Oriental,08046,Cardedeu,0,Home,Sospitós,20,11-06
1126,21,Maresme,08007,Arenys de Munt,1,Dona,Sospitós,6,11-06
1127,40,Vallès Occidental,08279,Terrassa,1,Dona,Sospitós,283,11-06
1128,41,Vallès Oriental,08005,L'Ametlla del Vallès,1,Dona,Positiu PCR,1,11-06
1129,31,Ripollès,17177,Sant Pau de Segúries,1,Dona,Sospitós,2,11-06
1130,13,Barcelonès,08019,Barcelona,0,Home,Positiu PCR,278,11-06
1131,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Positiu PCR,18,11-06
1132,11,Baix Llobregat,08295,Vallirana,0,Home,Sospitós,6,11-06
1133,02,Alt Empordà ,17066,Figueres,0,Home,Sospitós,37,11-06
1134,34,Selva,17150,Riudellots de la Selva,1,Dona,Sospitós,7,11-06
1135,03,Alt Penedès,08164,El Pla del Penedès,1,Dona,Sospitós,2,11-06
1136,13,Barcelonès,08245,Santa Coloma de Gramenet,1,Dona,Positiu PCR,42,11-06
1137,21,Maresme,08030,Cabrils,0,Home,Positiu PCR,2,11-06
1138,34,Selva,17103,Maçanet de la Selva,1,Dona,Sospitós,7,11-06
1139,02,Alt Empordà ,17178,Sant Pere Pescador,1,Dona,Sospitós,4,11-06
1140,24,Osona,08112,Manlleu,0,Home,Sospitós,33,11-06
1141,22,Montsià ,43136,Sant Carles de la Ràpita,0,Home,Sospitós,9,11-06
1142,24,Osona,08117,Les Masies de Voltregà,0,Home,Positiu PCR,2,11-06
1143,03,Alt Penedès,08227,Sant Martí Sarroca,0,Home,Positiu PCR,1,11-06
1144,21,Maresme,08197,Sant Andreu de Llavaneres,1,Dona,Positiu PCR,1,11-06
1145,41,Vallès Oriental,08135,Montmeló,0,Home,Sospitós,18,11-06
1146,04,Alt Urgell,25908,Fígols i Alinyà,0,Home,Sospitós,1,11-06
1147,07,Bages,08274,Súria,0,Home,Sospitós,4,11-06
1148,21,Maresme,08214,Vilassar de Dalt,1,Dona,Sospitós,8,11-06
1149,03,Alt Penedès,08091,Gelida,0,Home,Sospitós,6,11-06
1150,20,Gironès,17020,Bescanó,1,Dona,Sospitós,7,11-06
1151,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Sospitós,4,11-06
1152,34,Selva,17027,Breda,1,Dona,Sospitós,2,11-06
1153,23,Noguera,25034,Artesa de Segre,0,Home,Sospitós,3,11-06
1154,02,Alt Empordà ,17136,Pontós,1,Dona,Sospitós,1,11-06
1155,12,Baix Penedès,43137,Sant Jaume dels Domenys,1,Dona,Sospitós,1,11-06
1156,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Positiu PCR,7,11-06
1157,13,Barcelonès,08019,Barcelona,1,Dona,Positiu per Test Ràpid,3,11-06
1158,28,Pla de l'Estany,17015,Banyoles,1,Dona,Positiu PCR,3,11-06
1159,10,Baix Empordà ,17181,Santa Cristina d'Aro,0,Home,Sospitós,8,11-06
1160,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Sospitós,8,11-06
1161,30,Ribera d'Ebre,43026,Benissanet,1,Dona,Sospitós,1,11-06
1162,11,Baix Llobregat,08056,Castelldefels,0,Home,Positiu PCR,6,11-06
1163,01,Alt Camp,43161,Valls,0,Home,Sospitós,16,11-06
1164,21,Maresme,08035,Calella,1,Dona,Positiu PCR,6,11-06
1165,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Positiu PCR,21,11-06
1166,40,Vallès Occidental,08054,Castellbisbal,1,Dona,Sospitós,19,11-06
1167,38,Urgell,25050,Bellpuig,0,Home,Sospitós,2,11-06
1168,02,Alt Empordà ,17051,Cistella,1,Dona,Sospitós,1,11-06
1169,10,Baix Empordà ,17118,Palamós,1,Dona,Positiu PCR,9,11-06
1170,10,Baix Empordà ,17048,Castell-Platja d'Aro,1,Dona,Positiu PCR,2,11-06
1171,01,Alt Camp,43170,Vila-Rodona,0,Home,Sospitós,2,11-06
1172,21,Maresme,08163,Pineda de Mar,0,Home,Positiu PCR,5,11-06
1173,11,Baix Llobregat,08244,Santa Coloma de Cervelló,0,Home,Positiu PCR,1,11-06
1174,10,Baix Empordà ,17124,Pals,1,Dona,Positiu PCR,1,11-06
1175,07,Bages,08018,Balsareny,0,Home,Positiu PCR,2,11-06
1176,09,Baix Ebre,43155,Tortosa,0,Home,Sospitós,27,11-06
1177,40,Vallès Occidental,08279,Terrassa,0,Home,Sospitós,280,11-06
1178,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Sospitós,67,11-06
1179,03,Alt Penedès,08232,Sant Pere de Riudebitlles,1,Dona,Sospitós,1,11-06
1180,36,Tarragonès,43043,El Catllar,1,Dona,Sospitós,1,11-06
1181,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Positiu PCR,8,11-06
1182,24,Osona,08237,Sant Quirze de Besora,1,Dona,Sospitós,2,11-06
1183,02,Alt Empordà ,17092,Llançà,0,Home,Sospitós,5,11-06
1184,10,Baix Empordà ,17013,Begur,0,Home,Sospitós,1,11-06
1185,02,Alt Empordà ,17093,Llers,1,Dona,Sospitós,3,11-06
1186,21,Maresme,08118,El Masnou,1,Dona,Sospitós,36,11-06
1187,34,Selva,17202,Tossa de Mar,0,Home,Sospitós,2,11-06
1188,02,Alt Empordà ,17182,Santa Llogaia d'Àlguema,1,Dona,Sospitós,1,11-06
1189,31,Ripollès,17039,Camprodon,0,Home,Sospitós,4,11-06
1190,34,Selva,17193,Sils,1,Dona,Sospitós,4,11-06
1191,34,Selva,17193,Sils,0,Home,Sospitós,3,11-06
1192,41,Vallès Oriental,08107,Lliçà d'Amunt,0,Home,Positiu PCR,1,11-06
1193,41,Vallès Oriental,08108,Lliçà de Vall,1,Dona,Sospitós,4,11-06
1194,24,Osona,08254,L'Esquirol,1,Dona,Sospitós,3,11-06
1195,06,Anoia,08226,Sant Martí de Tous,0,Home,Sospitós,2,11-06
1196,20,Gironès,17215,Vilablareix,0,Home,Sospitós,6,11-06
1197,04,Alt Urgell,25203,La Seu d'Urgell,0,Home,Positiu PCR,4,11-06
1198,31,Ripollès,17039,Camprodon,1,Dona,Positiu PCR,1,11-06
1199,03,Alt Penedès,08065,Castellví de la Marca,1,Dona,Positiu PCR,1,11-06
1200,41,Vallès Oriental,08181,La Roca del Vallès,0,Home,Sospitós,11,11-06
1201,24,Osona,08215,Sant Hipòlit de Voltregà,1,Dona,Positiu PCR,2,11-06
1202,41,Vallès Oriental,08902,Vilanova del Vallès,1,Dona,Sospitós,6,11-06
1203,33,Segrià ,25016,Alguaire,0,Home,Sospitós,1,11-06
1204,07,Bages,08141,Navàs,1,Dona,Sospitós,7,11-06
1205,21,Maresme,08075,Dosrius,0,Home,Sospitós,4,11-06
1206,03,Alt Penedès,08145,Olèrdola,0,Home,Positiu PCR,2,11-06
1207,09,Baix Ebre,43133,Roquetes,1,Dona,Sospitós,4,11-06
1208,41,Vallès Oriental,08108,Lliçà de Vall,0,Home,Sospitós,4,11-06
1209,41,Vallès Oriental,08234,Sant Pere de Vilamajor,1,Dona,Sospitós,2,11-06
1210,10,Baix Empordà ,17034,Calonge i Sant Antoni,1,Dona,Positiu PCR,1,11-06
1211,34,Selva,17083,Hostalric,0,Home,Sospitós,4,11-06
1212,10,Baix Empordà ,17110,Mont-Ras,1,Dona,Positiu PCR,1,11-06
1213,41,Vallès Oriental,08115,Martorelles,1,Dona,Sospitós,6,11-06
1214,02,Alt Empordà ,17066,Figueres,1,Dona,Positiu PCR,12,11-06
1215,06,Anoia,08119,Masquefa,0,Home,Sospitós,26,11-06
1216,33,Segrià ,25120,Lleida,0,Home,Sospitós,37,11-06
1217,36,Tarragonès,43047,Constantí,1,Dona,Positiu PCR,1,11-06
1218,28,Pla de l'Estany,17015,Banyoles,0,Home,Positiu PCR,6,11-06
1219,09,Baix Ebre,43133,Roquetes,0,Home,Sospitós,7,11-06
1220,11,Baix Llobregat,08157,Pallejà,0,Home,Positiu PCR,4,11-06
1221,20,Gironès,17166,Sant Jordi Desvalls,1,Dona,Sospitós,1,11-06
1222,19,Garrotxa,17139,Les Preses,0,Home,Sospitós,3,11-06
1223,03,Alt Penedès,08154,Pacs del Penedès,1,Dona,Sospitós,1,11-06
1224,07,Bages,08098,Sant Salvador de Guardiola,1,Dona,Sospitós,3,11-06
1225,30,Ribera d'Ebre,43093,Móra d'Ebre,1,Dona,Positiu PCR,1,11-06
1226,13,Barcelonès,08015,Badalona,0,Home,Positiu PCR,53,11-06
1227,24,Osona,08278,Taradell,1,Dona,Sospitós,3,11-06
1228,20,Gironès,17169,Sant Julià de Ramis,0,Home,Sospitós,4,11-06
1229,40,Vallès Occidental,08187,Sabadell,1,Dona,Sospitós,360,11-06
1230,34,Selva,17033,Caldes de Malavella,0,Home,Sospitós,8,11-06
1231,40,Vallès Occidental,08300,Viladecavalls,0,Home,Positiu PCR,1,11-06
1232,34,Selva,17164,Sant Hilari Sacalm,0,Home,Sospitós,3,11-06
1233,20,Gironès,17089,Llagostera,1,Dona,Positiu PCR,2,11-06
1234,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,Positiu PCR,18,11-06
1235,33,Segrià ,25011,Alcarràs,0,Home,Positiu PCR,3,11-06
1236,41,Vallès Oriental,08159,Parets del Vallès,1,Dona,Sospitós,25,11-06
1237,13,Barcelonès,08015,Badalona,0,Home,Sospitós,228,11-06
1238,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Sospitós,53,11-06
1239,03,Alt Penedès,08222,Sant Llorenç d'Hortons,0,Home,Positiu PCR,1,11-06
1240,32,Segarra,25110,Guissona,0,Home,Sospitós,1,11-06
1241,03,Alt Penedès,08305,Vilafranca del Penedès,0,Home,Sospitós,58,11-06
1242,27,Pla d'Urgell,25048,Bell-Lloc d'Urgell,0,Home,Sospitós,3,11-06
1243,19,Garrotxa,17185,Sant Joan Les Fonts,0,Home,Sospitós,2,11-06
1244,21,Maresme,08235,Sant Pol de Mar,0,Home,Sospitós,2,11-06
1245,22,Montsià ,43004,Alcanar,0,Home,Sospitós,2,11-06
1246,21,Maresme,08264,Sant Vicenç de Montalt,1,Dona,Sospitós,7,11-06
1247,10,Baix Empordà ,17902,Forallac,1,Dona,Sospitós,2,11-06
1248,21,Maresme,08203,Sant Cebrià de Vallalta,0,Home,Sospitós,5,11-06
1249,25,Pallars Jussà ,25234,Tremp,0,Home,Sospitós,2,11-06
1250,11,Baix Llobregat,08157,Pallejà,0,Home,Sospitós,21,11-06
1251,05,Alta Ribagorça,25173,El Pont de Suert,1,Dona,Sospitós,2,11-06
1252,26,Pallars Sobirà ,25039,Baix Pallars,1,Dona,Sospitós,1,11-06
1253,41,Vallès Oriental,08294,Vallgorguina,1,Dona,Positiu PCR,2,11-06
1254,11,Baix Llobregat,08157,Pallejà,1,Dona,Sospitós,32,11-06
1255,41,Vallès Oriental,08106,Llinars del Vallès,0,Home,Positiu PCR,1,11-06
1256,27,Pla d'Urgell,25099,Golmés,0,Home,Sospitós,1,11-06
1257,11,Baix Llobregat,08077,Esplugues de Llobregat,0,Home,Sospitós,33,11-06
1258,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,Sospitós,28,11-06
1259,40,Vallès Occidental,08180,Ripollet,1,Dona,Positiu PCR,7,11-06
1260,12,Baix Penedès,43037,Calafell,1,Dona,Sospitós,15,11-06
1261,24,Osona,08112,Manlleu,1,Dona,Positiu PCR,12,11-06
1262,40,Vallès Occidental,08223,Sant Llorenç Savall,0,Home,Sospitós,1,11-06
1263,17,Garraf,08270,Sitges,1,Dona,Sospitós,11,11-06
1264,34,Selva,17033,Caldes de Malavella,0,Home,Positiu PCR,1,11-06
1265,08,Baix Camp,43092,Mont-Roig del Camp,0,Home,Sospitós,8,11-06
1266,21,Maresme,08155,Palafolls,0,Home,Sospitós,5,11-06
1267,05,Alta Ribagorça,25173,El Pont de Suert,0,Home,Sospitós,3,11-06
1268,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,Positiu per Test Ràpid,2,11-06
1269,34,Selva,17148,Riudarenes,1,Dona,Sospitós,3,11-06
1270,24,Osona,08298,Vic,1,Dona,Positiu PCR,25,11-06
1271,36,Tarragonès,43905,Salou,0,Home,Positiu PCR,4,11-06
1272,11,Baix Llobregat,08147,Olesa de Montserrat,0,Home,Sospitós,31,11-06
1273,32,Segarra,25072,Cervera,1,Dona,Sospitós,2,11-06
1274,19,Garrotxa,17019,Besalú,0,Home,Sospitós,1,11-06
1275,11,Baix Llobregat,08301,Viladecans,1,Dona,Positiu PCR,14,11-06
1276,09,Baix Ebre,43155,Tortosa,1,Dona,Positiu PCR,8,11-06
1277,21,Maresme,08214,Vilassar de Dalt,1,Dona,Positiu PCR,1,11-06
1278,21,Maresme,08126,Montgat,1,Dona,Sospitós,8,11-06
1279,30,Ribera d'Ebre,43121,Rasquera,0,Home,Sospitós,1,11-06
1280,11,Baix Llobregat,08056,Castelldefels,0,Home,Sospitós,59,11-06
1281,20,Gironès,17089,Llagostera,0,Home,Sospitós,8,11-06
1282,03,Alt Penedès,08145,Olèrdola,0,Home,Sospitós,4,11-06
1283,31,Ripollès,17091,Llanars,1,Dona,Positiu PCR,1,11-06
1284,10,Baix Empordà ,17160,Sant Feliu de Guíxols,0,Home,Positiu PCR,4,11-06
1285,20,Gironès,17044,Cassà de la Selva,0,Home,Sospitós,12,11-06
1286,40,Vallès Occidental,08290,Ullastrell,0,Home,Sospitós,3,11-06
1287,21,Maresme,08197,Sant Andreu de Llavaneres,0,Home,Positiu PCR,2,11-06
1288,09,Baix Ebre,43904,l'Aldea,0,Home,Sospitós,6,11-06
1289,33,Segrià ,25120,Lleida,0,Home,Positiu PCR,14,11-06
1290,17,Garraf,08074,Cubelles,0,Home,Sospitós,9,11-06
1291,12,Baix Penedès,43051,Cunit,1,Dona,Sospitós,5,11-06
1292,08,Baix Camp,43123,Reus,0,Home,Sospitós,87,11-06
1293,10,Baix Empordà ,17117,Palafrugell,1,Dona,Positiu PCR,4,11-06
1294,04,Alt Urgell,25149,Oliana,1,Dona,Sospitós,4,11-06
1295,21,Maresme,08282,Tiana,0,Home,Sospitós,9,11-06
1296,20,Gironès,17079,Girona,0,Home,Sospitós,95,11-06
1297,41,Vallès Oriental,08136,Montornès del Vallès,1,Dona,Sospitós,26,11-06
1298,24,Osona,08116,Les Masies de Roda,0,Home,Sospitós,1,11-06
1299,08,Baix Camp,43162,Vandellòs i l'Hospitalet de l'Infant,1,Dona,Sospitós,7,11-06
1300,06,Anoia,08102,Igualada,0,Home,Sospitós,35,11-06
1301,03,Alt Penedès,08288,Torrelles de Foix,1,Dona,Sospitós,2,11-06
1302,11,Baix Llobregat,08123,Molins de Rei,1,Dona,Sospitós,21,11-06
1303,06,Anoia,08102,Igualada,0,Home,Positiu PCR,3,11-06
1304,24,Osona,08247,Santa Eulàlia de Riuprimer,1,Dona,Positiu PCR,1,11-06
1305,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,Sospitós,265,11-06
1306,10,Baix Empordà ,17160,Sant Feliu de Guíxols,0,Home,Sospitós,15,11-06
1307,38,Urgell,25003,Agramunt,1,Dona,Positiu PCR,1,11-06
1308,03,Alt Penedès,08146,Olesa de Bonesvalls,0,Home,Sospitós,2,11-06
1309,01,Alt Camp,43170,Vila-Rodona,1,Dona,Sospitós,1,11-06
1310,40,Vallès Occidental,08054,Castellbisbal,0,Home,Sospitós,12,11-06
1311,41,Vallès Oriental,08234,Sant Pere de Vilamajor,1,Dona,Positiu PCR,2,11-06
1312,21,Maresme,08214,Vilassar de Dalt,0,Home,Sospitós,6,11-06
1313,02,Alt Empordà ,17178,Sant Pere Pescador,0,Home,Sospitós,3,11-06
1314,41,Vallès Oriental,08209,Sant Fost de Campsentelles,0,Home,Positiu PCR,3,11-06
1315,23,Noguera,25040,Balaguer,0,Home,Positiu PCR,2,11-06
1316,09,Baix Ebre,43901,Deltebre,0,Home,Sospitós,14,11-06
1317,06,Anoia,08025,El Bruc,1,Dona,Sospitós,1,11-06
1318,24,Osona,08112,Manlleu,1,Dona,Sospitós,30,11-06
1319,07,Bages,08113,Manresa,0,Home,PCR probable,1,11-06
1320,27,Pla d'Urgell,25158,El Palau d'Anglesola,1,Dona,Sospitós,2,11-06
1321,10,Baix Empordà ,17022,La Bisbal d'Empordà,0,Home,Sospitós,14,11-06
1322,36,Tarragonès,43043,El Catllar,0,Home,Sospitós,2,11-06
1323,01,Alt Camp,43036,Cabra del Camp,1,Dona,Sospitós,3,11-06
1324,06,Anoia,08292,Vallbona d'Anoia,1,Dona,Sospitós,1,11-06
1325,06,Anoia,08250,Santa Margarida de Montbui,1,Dona,Positiu PCR,3,11-06
1326,02,Alt Empordà ,17214,Vilabertran,1,Dona,Sospitós,2,11-06
1327,34,Selva,17095,Lloret de Mar,0,Home,Positiu PCR,2,11-06
1328,21,Maresme,08163,Pineda de Mar,1,Dona,Positiu PCR,5,11-06
1329,39,Aran,25059,Bossòst,0,Home,Sospitós,1,11-06
1330,29,Priorat,43070,Els Guiamets,0,Home,Sospitós,1,11-06
1331,22,Montsià ,43004,Alcanar,1,Dona,Positiu PCR,2,11-06
1332,24,Osona,08037,Calldetenes,0,Home,Positiu PCR,1,11-06
1333,03,Alt Penedès,08146,Olesa de Bonesvalls,1,Dona,Sospitós,1,11-06
1334,40,Vallès Occidental,08125,Montcada i Reixac,1,Dona,Positiu PCR,13,11-06
1335,34,Selva,17023,Blanes,0,Home,Positiu PCR,5,11-06
1336,20,Gironès,17025,Bordils,1,Dona,Sospitós,1,11-06
1337,41,Vallès Oriental,08096,Granollers,1,Dona,Sospitós,42,11-06
1338,41,Vallès Oriental,08136,Montornès del Vallès,0,Home,Sospitós,27,11-06
1339,08,Baix Camp,43092,Mont-Roig del Camp,1,Dona,Positiu PCR,3,11-06
1340,21,Maresme,08219,Vilassar de Mar,0,Home,Sospitós,12,11-06
1341,21,Maresme,08121,Mataró,1,Dona,Positiu PCR,39,11-06
1342,38,Urgell,25217,Tàrrega,0,Home,Positiu PCR,1,11-06
1343,21,Maresme,08284,Tordera,0,Home,Positiu PCR,1,11-06
1344,36,Tarragonès,43166,Vilallonga del Camp,1,Dona,Sospitós,1,11-06
1345,40,Vallès Occidental,08187,Sabadell,0,Home,Positiu PCR,49,11-06
1346,36,Tarragonès,43148,Tarragona,1,Dona,Positiu PCR,25,11-06
1347,20,Gironès,17040,Canet d'Adri,0,Home,Sospitós,1,11-06
1348,24,Osona,08131,Montesquiu,1,Dona,Sospitós,1,11-06
1349,41,Vallès Oriental,08005,L'Ametlla del Vallès,0,Home,Positiu PCR,2,11-06
1350,35,Solsonès,25207,Solsona,0,Home,Positiu PCR,1,11-06
1351,24,Osona,08183,Roda de Ter,0,Home,Positiu PCR,4,11-06
1352,41,Vallès Oriental,08039,Campins,1,Dona,Sospitós,1,11-06
1353,41,Vallès Oriental,08041,Canovelles,1,Dona,Sospitós,4,11-06
1354,27,Pla d'Urgell,25158,El Palau d'Anglesola,0,Home,Positiu PCR,1,11-06
1355,21,Maresme,08284,Tordera,0,Home,Sospitós,8,11-06
1356,24,Osona,08112,Manlleu,0,Home,Positiu PCR,8,11-06
1357,03,Alt Penedès,08288,Torrelles de Foix,0,Home,Sospitós,2,11-06
1358,20,Gironès,17186,Sarrià de Ter,1,Dona,Sospitós,7,11-06
1359,40,Vallès Occidental,08054,Castellbisbal,1,Dona,Positiu PCR,2,11-06
1360,22,Montsià ,43014,Amposta,1,Dona,Positiu PCR,9,11-06
1361,34,Selva,17007,Amer,1,Dona,Positiu PCR,1,11-06
1362,04,Alt Urgell,25203,La Seu d'Urgell,1,Dona,Positiu PCR,7,11-06
1363,11,Baix Llobregat,08263,Sant Vicenç dels Horts,0,Home,Sospitós,25,11-06
1364,13,Barcelonès,08015,Badalona,1,Dona,Sospitós,255,11-06
1365,10,Baix Empordà ,17199,Torroella de Montgrí,1,Dona,Sospitós,10,11-06
1366,06,Anoia,08250,Santa Margarida de Montbui,0,Home,Sospitós,14,11-06
1367,11,Baix Llobregat,08089,Gavà,1,Dona,Positiu PCR,8,11-06
1368,24,Osona,08298,Vic,0,Home,Positiu PCR,23,11-06
1369,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Sospitós,187,11-06
1370,40,Vallès Occidental,08300,Viladecavalls,1,Dona,Sospitós,5,11-06
1371,11,Baix Llobregat,08221,Sant Just Desvern,1,Dona,Sospitós,7,11-06
1372,24,Osona,08220,Sant Julià de Vilatorta,1,Dona,Positiu PCR,2,11-06
1373,02,Alt Empordà ,17064,Espolla,0,Home,Sospitós,1,11-06
1374,13,Barcelonès,08194,Sant Adrià del Besòs,1,Dona,Sospitós,42,11-06
1375,02,Alt Empordà ,17175,Sant Miquel de Fluvià,1,Dona,Positiu PCR,1,11-06
1376,34,Selva,17007,Amer,1,Dona,Sospitós,3,11-06
1377,32,Segarra,25110,Guissona,1,Dona,Positiu PCR,1,11-06
1378,41,Vallès Oriental,08088,La Garriga,1,Dona,Sospitós,25,11-06
1379,36,Tarragonès,43148,Tarragona,0,Home,Positiu PCR,21,11-06
1380,06,Anoia,08044,Capellades,0,Home,Sospitós,4,11-06
1381,02,Alt Empordà ,17221,Vilafant,1,Dona,Sospitós,4,11-06
1382,03,Alt Penedès,08094,La Granada,1,Dona,Sospitós,2,11-06
1383,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Positiu PCR,13,11-06
1384,28,Pla de l'Estany,17071,Fontcoberta,0,Home,Sospitós,2,11-06
1385,40,Vallès Occidental,08051,Castellar del Vallès,0,Home,Positiu PCR,4,11-06
1386,15,Cerdanya,25139,Mortellà i Martinet,1,Dona,Positiu PCR,1,11-06
1387,28,Pla de l'Estany,17190,Serinyà,0,Home,Positiu PCR,1,11-06
1388,41,Vallès Oriental,08105,La Llagosta,1,Dona,Positiu PCR,9,11-06
1389,31,Ripollès,17039,Camprodon,1,Dona,Sospitós,5,11-06
1390,11,Baix Llobregat,08200,Sant Boi de Llobregat,0,Home,Sospitós,104,11-06
1391,41,Vallès Oriental,08124,Mollet del Vallès,1,Dona,Sospitós,70,11-06
1392,11,Baix Llobregat,08289,Torrelles de Llobregat,1,Dona,Sospitós,2,11-06
1393,03,Alt Penedès,08273,Subirats,1,Dona,Sospitós,2,11-06
1394,34,Selva,17180,Santa Coloma de Farners,0,Home,Positiu PCR,3,11-06
1395,11,Baix Llobregat,08196,Sant Andreu de la Barca,1,Dona,Sospitós,49,11-06
1396,41,Vallès Oriental,08096,Granollers,0,Home,Sospitós,50,11-06
1397,11,Baix Llobregat,08089,Gavà,1,Dona,Sospitós,71,11-06
1398,34,Selva,17180,Santa Coloma de Farners,0,Home,Sospitós,3,11-06
1399,24,Osona,08265,Sant Vicenç de Torelló,1,Dona,Sospitós,3,11-06
1400,22,Montsià ,43014,Amposta,0,Home,Positiu PCR,9,11-06
1401,13,Barcelonès,08245,Santa Coloma de Gramenet,0,Home,Positiu PCR,51,11-06
1402,17,Garraf,08043,Canyelles,0,Home,Sospitós,4,11-06
1403,06,Anoia,08165,La Pobla de Claramunt,1,Dona,Sospitós,2,11-06
1404,14,Berguedà ,08016,Bagà,1,Dona,Sospitós,1,11-06
1405,32,Segarra,25223,Torà,0,Home,Sospitós,1,11-06
1406,41,Vallès Oriental,08259,Santa Maria de Palautordera,0,Home,Positiu PCR,2,11-06
1407,24,Osona,08233,Sant Pere de Torelló,0,Home,Sospitós,4,11-06
1408,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Positiu PCR,3,11-06
1409,03,Alt Penedès,08058,Castellet i la Gornal,1,Dona,Sospitós,1,11-06
1410,19,Garrotxa,17019,Besalú,1,Dona,Sospitós,4,11-06
1411,21,Maresme,08006,Arenys de Mar,0,Home,Positiu PCR,1,11-06
1412,11,Baix Llobregat,08196,Sant Andreu de la Barca,0,Home,PCR probable,1,11-06
1413,36,Tarragonès,43171,Vila-Seca,1,Dona,Positiu PCR,4,11-06
1414,31,Ripollès,17167,Sant Joan de les Abadesses,1,Dona,Sospitós,2,11-06
1415,24,Osona,08100,Gurb,0,Home,Sospitós,3,11-06
1416,10,Baix Empordà ,17121,Palau-Sator,0,Home,Sospitós,1,11-06
1417,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Positiu PCR,2,11-06
1418,07,Bages,08061,Castellgalí,0,Home,Sospitós,2,11-06
1419,21,Maresme,08040,Canet de Mar,0,Home,Sospitós,11,11-06
1420,24,Osona,08151,Oristà,1,Dona,Sospitós,1,11-06
1421,40,Vallès Occidental,08167,Polinyà,1,Dona,Sospitós,13,11-06
1422,34,Selva,17903,Sant Julià del Llor i Bonmatí,0,Home,Sospitós,3,11-06
1423,21,Maresme,08118,El Masnou,0,Home,Sospitós,47,11-06
1424,41,Vallès Oriental,08086,Les Franqueses del Vallès,1,Dona,Positiu PCR,5,11-06
1425,02,Alt Empordà ,17086,La Jonquera,0,Home,Sospitós,1,11-06
1426,34,Selva,17146,Riells i Viabrea,1,Dona,Sospitós,4,11-06
1427,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Positiu PCR,2,11-06
1428,10,Baix Empordà ,17117,Palafrugell,0,Home,Sospitós,7,11-06
1429,41,Vallès Oriental,08033,Caldes de Montbui,1,Dona,Sospitós,16,11-06
1430,20,Gironès,17079,Girona,0,Home,Positiu PCR,26,11-06
1431,39,Aran,25025,Naut Aran,1,Dona,Sospitós,2,11-06
1432,03,Alt Penedès,08227,Sant Martí Sarroca,0,Home,Sospitós,5,11-06
1433,41,Vallès Oriental,08296,Vallromanes,1,Dona,Positiu PCR,1,11-06
1434,21,Maresme,08230,Premià de Dalt,0,Home,Positiu PCR,2,11-06
1435,40,Vallès Occidental,08180,Ripollet,0,Home,Positiu PCR,10,11-06
1436,36,Tarragonès,43095,El Morell,0,Home,Positiu PCR,2,11-06
1437,19,Garrotxa,17161,Sant Feliu de Pallerols,1,Dona,Sospitós,3,11-06
