,comarcacodi,comarcadescripcio,municipicodi,municipidescripcio,sexecodi,sexedescripcio,resultatcoviddescripcio,numcasos,date
1774,10,Baix Empordà ,17117,Palafrugell,1,Dona,Sospitós,8,11-06
1775,17,Garraf,08043,Canyelles,1,Dona,Sospitós,4,11-06
1776,36,Tarragonès,43171,Vila-Seca,0,Home,Sospitós,22,11-06
1777,42,Moianès,08064,Castellterçol,1,Dona,Sospitós,1,11-06
1778,11,Baix Llobregat,08020,Begues,0,Home,Sospitós,8,11-06
1779,16,Conca de Barberà ,43054,L'Espluga de Francolí,0,Home,Positiu PCR,1,11-06
1780,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Positiu per Test Ràpid,1,11-06
1781,07,Bages,08141,Navàs,1,Dona,Positiu PCR,3,11-06
1782,21,Maresme,08003,Alella,1,Dona,Positiu PCR,3,11-06
1783,34,Selva,17033,Caldes de Malavella,1,Dona,Sospitós,8,11-06
1784,11,Baix Llobregat,08221,Sant Just Desvern,0,Home,PCR probable,1,11-06
1785,21,Maresme,08118,El Masnou,1,Dona,Positiu PCR,5,11-06
1786,03,Alt Penedès,08206,Sant Cugat Sesgarrigues,1,Dona,Sospitós,1,11-06
1787,03,Alt Penedès,08240,Sant Sadurní d'Anoia,0,Home,PCR probable,1,11-06
1788,38,Urgell,25003,Agramunt,0,Home,Sospitós,1,11-06
1789,20,Gironès,17049,Celrà,0,Home,Sospitós,2,11-06
1790,33,Segrià ,25210,Soses,1,Dona,Positiu PCR,1,11-06
1791,16,Conca de Barberà ,43172,Vilaverd,1,Dona,Sospitós,1,11-06
1792,28,Pla de l'Estany,17058,Crespià,0,Home,Sospitós,1,11-06
1793,24,Osona,08067,Centelles,1,Dona,Sospitós,8,11-06
1794,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Sospitós,167,11-06
1795,34,Selva,17202,Tossa de Mar,1,Dona,Sospitós,2,11-06
1796,11,Baix Llobregat,08169,El Prat de Llobregat,1,Dona,Sospitós,51,11-06
1797,03,Alt Penedès,08305,Vilafranca del Penedès,1,Dona,Sospitós,51,11-06
1798,11,Baix Llobregat,08217,Sant Joan Despí,0,Home,Sospitós,36,11-06
1799,36,Tarragonès,43103,Perafort,1,Dona,Sospitós,1,11-06
1800,24,Osona,08067,Centelles,1,Dona,Positiu PCR,4,11-06
1801,20,Gironès,17215,Vilablareix,1,Dona,Sospitós,5,11-06
1802,10,Baix Empordà ,17117,Palafrugell,0,Home,Positiu PCR,2,11-06
1803,11,Baix Llobregat,08263,Sant Vicenç dels Horts,1,Dona,Positiu PCR,2,11-06
1804,40,Vallès Occidental,08120,Matadepera,0,Home,Sospitós,6,11-06
1805,13,Barcelonès,08194,Sant Adrià del Besòs,0,Home,Positiu PCR,10,11-06
1806,33,Segrià ,25019,Almacelles,1,Dona,Sospitós,4,11-06
1807,34,Selva,17150,Riudellots de la Selva,0,Home,Sospitós,1,11-06
1808,07,Bages,08229,Sant Mateu de Bages,0,Home,Sospitós,1,11-06
1809,11,Baix Llobregat,08169,El Prat de Llobregat,1,Dona,PCR probable,1,11-06
1810,03,Alt Penedès,08094,La Granada,0,Home,Sospitós,2,11-06
1811,41,Vallès Oriental,08023,Bigues i Riells,1,Dona,Sospitós,7,11-06
1812,12,Baix Penedès,43051,Cunit,0,Home,Positiu PCR,2,11-06
1813,34,Selva,17008,Anglès,0,Home,Positiu PCR,3,11-06
1814,10,Baix Empordà ,17013,Begur,1,Dona,Sospitós,2,11-06
1815,20,Gironès,17050,Cervià de Ter,1,Dona,Sospitós,2,11-06
1816,24,Osona,08215,Sant Hipòlit de Voltregà,1,Dona,Sospitós,6,11-06
1817,03,Alt Penedès,08227,Sant Martí Sarroca,1,Dona,Sospitós,8,11-06
1818,24,Osona,08037,Calldetenes,0,Home,Sospitós,2,11-06
1819,24,Osona,08117,Les Masies de Voltregà,1,Dona,Positiu PCR,1,11-06
1820,09,Baix Ebre,43006,Aldover,0,Home,Sospitós,2,11-06
1821,06,Anoia,08161,Piera,1,Dona,Sospitós,12,11-06
1822,11,Baix Llobregat,08076,Esparreguera,1,Dona,Sospitós,13,11-06
1823,21,Maresme,08203,Sant Cebrià de Vallalta,1,Dona,Sospitós,2,11-06
1824,11,Baix Llobregat,08069,Collbató,1,Dona,Positiu PCR,1,11-06
1825,41,Vallès Oriental,08135,Montmeló,1,Dona,Sospitós,19,11-06
1826,21,Maresme,08281,Teià,0,Home,Positiu PCR,3,11-06
1827,09,Baix Ebre,43901,Deltebre,1,Dona,Sospitós,11,11-06
1828,24,Osona,08285,Torelló,1,Dona,Positiu PCR,6,11-06
1829,08,Baix Camp,43009,Alforja,1,Dona,Sospitós,4,11-06
1830,08,Baix Camp,43009,Alforja,0,Home,Sospitós,1,11-06
1831,41,Vallès Oriental,08135,Montmeló,0,Home,Positiu PCR,2,11-06
1832,11,Baix Llobregat,08056,Castelldefels,1,Dona,Sospitós,44,11-06
1833,11,Baix Llobregat,08301,Viladecans,0,Home,Positiu PCR,19,11-06
1834,24,Osona,08067,Centelles,0,Home,Positiu PCR,4,11-06
1835,13,Barcelonès,08101,L'Hospitalet de Llobregat,1,Dona,PCR probable,1,11-06
1836,41,Vallès Oriental,08088,La Garriga,1,Dona,Positiu PCR,7,11-06
1837,28,Pla de l'Estany,17015,Banyoles,1,Dona,Sospitós,28,11-06
1838,19,Garrotxa,17139,Les Preses,0,Home,Positiu PCR,1,11-06
1839,13,Barcelonès,08101,L'Hospitalet de Llobregat,0,Home,PCR probable,2,11-06
1840,21,Maresme,08006,Arenys de Mar,0,Home,Sospitós,9,11-06
1841,10,Baix Empordà ,17160,Sant Feliu de Guíxols,1,Dona,Positiu PCR,1,11-06
1842,08,Baix Camp,43123,Reus,0,Home,Positiu PCR,26,11-06
1843,03,Alt Penedès,08027,Les Cabanyes,0,Home,Positiu PCR,1,11-06
1844,21,Maresme,08003,Alella,1,Dona,Sospitós,11,11-06
1845,03,Alt Penedès,08251,Santa Margarida i els Monjos,0,Home,Positiu PCR,1,11-06
1846,34,Selva,17103,Maçanet de la Selva,0,Home,Sospitós,5,11-06
1847,07,Bages,08141,Navàs,0,Home,Positiu PCR,1,11-06
1848,03,Alt Penedès,08174,Puigdàlber,0,Home,Sospitós,1,11-06
1849,40,Vallès Occidental,08120,Matadepera,1,Dona,Positiu PCR,1,11-06
1850,41,Vallès Oriental,08902,Vilanova del Vallès,0,Home,Positiu PCR,4,11-06
1851,25,Pallars Jussà ,25234,Tremp,1,Dona,Sospitós,2,11-06
1852,11,Baix Llobregat,08076,Esparreguera,0,Home,Positiu PCR,3,11-06
1853,14,Berguedà ,08092,Gironella,1,Dona,Sospitós,1,11-06
1854,40,Vallès Occidental,08266,Cerdanyola del Vallès,0,Home,Positiu PCR,10,11-06
1855,36,Tarragonès,43148,Tarragona,1,Dona,Sospitós,84,11-06
1856,07,Bages,08262,Sant Vicenç de Castellet,1,Dona,Sospitós,3,11-06
1857,02,Alt Empordà ,17221,Vilafant,0,Home,Positiu PCR,2,11-06
1858,41,Vallès Oriental,08107,Lliçà d'Amunt,0,Home,Sospitós,10,11-06
1859,21,Maresme,08197,Sant Andreu de Llavaneres,1,Dona,Sospitós,12,11-06
1860,20,Gironès,17044,Cassà de la Selva,1,Dona,Positiu PCR,2,11-06
1861,03,Alt Penedès,08236,Sant Quintí de Mediona,0,Home,Sospitós,1,11-06
1862,11,Baix Llobregat,08069,Collbató,0,Home,Sospitós,6,11-06
1863,41,Vallès Oriental,08096,Granollers,1,Dona,Positiu PCR,12,11-06
1864,21,Maresme,08030,Cabrils,1,Dona,Sospitós,10,11-06
1865,40,Vallès Occidental,08156,Palau-Solità i Plegamans,1,Dona,Sospitós,20,11-06
1866,41,Vallès Oriental,08033,Caldes de Montbui,0,Home,Sospitós,11,11-06
1867,41,Vallès Oriental,08023,Bigues i Riells,0,Home,Positiu PCR,2,11-06
1868,41,Vallès Oriental,08209,Sant Fost de Campsentelles,1,Dona,Sospitós,13,11-06
1869,40,Vallès Occidental,08252,Barberà del Vallès,0,Home,Sospitós,28,11-06
1870,41,Vallès Oriental,08005,L'Ametlla del Vallès,1,Dona,Sospitós,12,11-06
1871,20,Gironès,17169,Sant Julià de Ramis,1,Dona,Positiu PCR,1,11-06
1872,21,Maresme,08172,Premià de Mar,1,Dona,Positiu PCR,9,11-06
1873,11,Baix Llobregat,08905,La Palma de Cervelló,0,Home,Sospitós,4,11-06
1874,22,Montsià ,43136,Sant Carles de la Ràpita,1,Dona,Sospitós,12,11-06
1875,13,Barcelonès,08019,Barcelona,0,Home,Positiu per Test Ràpid,3,11-06
1876,31,Ripollès,17091,Llanars,0,Home,Sospitós,1,11-06
1877,21,Maresme,08155,Palafolls,1,Dona,Positiu PCR,2,11-06
1878,11,Baix Llobregat,08289,Torrelles de Llobregat,0,Home,Positiu PCR,1,11-06
1879,21,Maresme,08035,Calella,0,Home,Positiu PCR,6,11-06
1880,10,Baix Empordà ,17209,Vall-Llobrega,1,Dona,Sospitós,1,11-06
1881,17,Garraf,08270,Sitges,0,Home,Positiu PCR,3,11-06
1882,11,Baix Llobregat,08295,Vallirana,1,Dona,Positiu PCR,1,11-06
1883,11,Baix Llobregat,08001,Abrera,0,Home,Positiu PCR,2,11-06
1884,32,Segarra,25907,Torrefeta i florejacs,1,Dona,Sospitós,1,11-06
1885,41,Vallès Oriental,08296,Vallromanes,0,Home,Positiu PCR,3,11-06
1886,11,Baix Llobregat,08073,Cornellà de Llobregat,1,Dona,Positiu PCR,14,11-06
1887,24,Osona,08150,Orís,1,Dona,Sospitós,1,11-06
1888,33,Segrià ,25120,Lleida,1,Dona,Positiu PCR,20,11-06
1889,03,Alt Penedès,08013,Avinyonet del Penedès,1,Dona,Sospitós,1,11-06
1890,40,Vallès Occidental,08291,Vacarisses,1,Dona,Sospitós,4,11-06
1891,24,Osona,08183,Roda de Ter,1,Dona,Positiu PCR,5,11-06
1892,34,Selva,17007,Amer,0,Home,Positiu PCR,1,11-06
1893,41,Vallès Oriental,08210,Sant Feliu de Codines,0,Home,Sospitós,2,11-06
1894,17,Garraf,08307,Vilanova i la Geltrú,1,Dona,Positiu PCR,9,11-06
1895,36,Tarragonès,43907,La Canonja,0,Home,Positiu PCR,2,11-06
1896,41,Vallès Oriental,08033,Caldes de Montbui,0,Home,PCR probable,1,11-06
1897,40,Vallès Occidental,08205,Sant Cugat del Vallès,0,Home,Positiu PCR,13,11-06
1898,19,Garrotxa,17185,Sant Joan Les Fonts,1,Dona,Sospitós,5,11-06
1899,21,Maresme,08030,Cabrils,0,Home,Sospitós,2,11-06
1900,08,Baix Camp,43081,Maspujols,1,Dona,Sospitós,1,11-06
1901,24,Osona,08246,Santa Eugènia de Berga,0,Home,Sospitós,3,11-06
1902,02,Alt Empordà ,17111,Navata,1,Dona,Sospitós,1,11-06
1903,30,Ribera d'Ebre,43060,Flix,0,Home,Sospitós,3,11-06
1904,,,,(Altres municipis),1,Dona,Sospitós,17,11-06
1905,18,Garrigues,25073,Cervià de les Garrigues,1,Dona,Sospitós,1,11-06
1906,11,Baix Llobregat,08200,Sant Boi de Llobregat,1,Dona,Sospitós,93,11-06
1907,36,Tarragonès,43012,Altafulla,0,Home,Sospitós,5,11-06
1908,38,Urgell,25027,Anglesola,1,Dona,Sospitós,1,11-06
1909,01,Alt Camp,43005,Alcover,0,Home,Sospitós,2,11-06
1910,02,Alt Empordà ,17135,Pont de Molins,0,Home,Sospitós,1,11-06
1911,03,Alt Penedès,08240,Sant Sadurní d'Anoia,1,Dona,Positiu PCR,2,11-06
1912,40,Vallès Occidental,08291,Vacarisses,0,Home,Sospitós,5,11-06
1913,07,Bages,08113,Manresa,1,Dona,Sospitós,57,11-06
1914,03,Alt Penedès,08287,Torrelavit,1,Dona,Sospitós,2,11-06
1915,30,Ribera d'Ebre,43093,Móra d'Ebre,0,Home,Sospitós,5,11-06
1916,07,Bages,08262,Sant Vicenç de Castellet,1,Dona,Positiu PCR,1,11-06
1917,23,Noguera,25172,Ponts,1,Dona,Sospitós,1,11-06
1918,41,Vallès Oriental,08296,Vallromanes,1,Dona,Sospitós,3,11-06
1919,24,Osona,08285,Torelló,0,Home,Positiu PCR,4,11-06
1920,41,Vallès Oriental,08259,Santa Maria de Palautordera,1,Dona,Sospitós,11,11-06
1921,13,Barcelonès,08019,Barcelona,1,Dona,Positiu per ELISA,6,11-06
1922,11,Baix Llobregat,08196,Sant Andreu de la Barca,0,Home,Sospitós,55,11-06
1923,24,Osona,08017,Balenyà,1,Dona,Sospitós,2,11-06
1924,31,Ripollès,17147,Ripoll,1,Dona,Sospitós,28,11-06
1925,41,Vallès Oriental,08088,La Garriga,0,Home,Sospitós,29,11-06
1926,11,Baix Llobregat,08211,Sant Feliu de Llobregat,0,Home,Positiu PCR,7,11-06
1927,11,Baix Llobregat,08905,La Palma de Cervelló,1,Dona,Sospitós,3,11-06
1928,40,Vallès Occidental,08184,Rubí,0,Home,Positiu PCR,12,11-06
1929,40,Vallès Occidental,08184,Rubí,0,Home,Sospitós,57,11-06
1930,40,Vallès Occidental,08125,Montcada i Reixac,0,Home,Sospitós,62,11-06
1931,07,Bages,08038,Callús,1,Dona,Sospitós,1,11-06
1932,17,Garraf,08074,Cubelles,1,Dona,Sospitós,4,11-06
1933,36,Tarragonès,43905,Salou,0,Home,Sospitós,10,11-06
1934,13,Barcelonès,08019,Barcelona,0,Home,PCR probable,1,11-06
1935,41,Vallès Oriental,08046,Cardedeu,1,Dona,Sospitós,27,11-06
1936,39,Aran,25025,Naut Aran,0,Home,Positiu PCR,1,11-06
1937,07,Bages,08213,Sant Fruitós de Bages,0,Home,Sospitós,7,11-06
1938,11,Baix Llobregat,08208,Sant Esteve Sesrovires,0,Home,Sospitós,6,11-06
1939,24,Osona,08283,Tona,1,Dona,Positiu PCR,4,11-06
1940,08,Baix Camp,43038,Cambrils,1,Dona,Sospitós,33,11-06
1941,40,Vallès Occidental,08205,Sant Cugat del Vallès,1,Dona,Epidemiològic,3,11-06
1942,08,Baix Camp,43178,Vinyols i  els Arcs,0,Home,Sospitós,3,11-06
1943,19,Garrotxa,17010,Argelaguer,0,Home,Sospitós,2,11-06
1944,10,Baix Empordà ,17902,Forallac,0,Home,Sospitós,5,11-06
1945,34,Selva,17150,Riudellots de la Selva,1,Dona,Positiu PCR,3,11-06
1946,11,Baix Llobregat,08056,Castelldefels,1,Dona,Positiu PCR,3,11-06
1947,11,Baix Llobregat,08217,Sant Joan Despí,1,Dona,PCR probable,1,11-06
1948,39,Aran,25059,Bossòst,1,Dona,Positiu PCR,1,11-06
1949,24,Osona,08275,Tavèrnoles,1,Dona,Positiu PCR,1,11-06
1950,24,Osona,08083,Folgueroles,1,Dona,Sospitós,4,11-06
1951,11,Baix Llobregat,08244,Santa Coloma de Cervelló,0,Home,Sospitós,18,11-06
1952,11,Baix Llobregat,08089,Gavà,0,Home,Sospitós,78,11-06
1953,06,Anoia,08031,Calaf,0,Home,Sospitós,6,11-06
1954,11,Baix Llobregat,08077,Esplugues de Llobregat,1,Dona,Sospitós,33,11-06
1955,07,Bages,08213,Sant Fruitós de Bages,1,Dona,Positiu PCR,1,11-06
1956,20,Gironès,17163,Sant Gregori,0,Home,Positiu PCR,4,11-06
1957,34,Selva,17095,Lloret de Mar,1,Dona,Positiu PCR,4,11-06
1958,24,Osona,08037,Calldetenes,1,Dona,Sospitós,4,11-06
1959,12,Baix Penedès,43163,El Vendrell,1,Dona,Sospitós,25,11-06
1960,11,Baix Llobregat,08001,Abrera,0,Home,Sospitós,9,11-06
1961,07,Bages,08262,Sant Vicenç de Castellet,0,Home,Positiu PCR,1,11-06
1962,,,,(Altres municipis),1,Dona,Positiu PCR,1,11-06
1963,29,Priorat,43174,La Vilella Baixa,0,Home,Sospitós,1,11-06
1964,11,Baix Llobregat,08169,El Prat de Llobregat,1,Dona,Positiu PCR,12,11-06
1965,24,Osona,08017,Balenyà,0,Home,Sospitós,5,11-06
1966,31,Ripollès,17036,Campdevànol,0,Home,Sospitós,8,11-06
1967,21,Maresme,08003,Alella,0,Home,Sospitós,10,11-06
1968,19,Garrotxa,17114,Olot,0,Home,Sospitós,49,11-06
1969,41,Vallès Oriental,08106,Llinars del Vallès,1,Dona,Positiu PCR,1,11-06
1970,08,Baix Camp,43129,Riudoms,1,Dona,Sospitós,12,11-06
1971,10,Baix Empordà ,17048,Castell-Platja d'Aro,0,Home,Positiu PCR,1,11-06
1972,34,Selva,17083,Hostalric,1,Dona,Sospitós,6,11-06
1973,20,Gironès,17215,Vilablareix,0,Home,Positiu PCR,2,11-06
1974,21,Maresme,08261,Santa Susanna,1,Dona,Sospitós,1,11-06
1975,11,Baix Llobregat,08001,Abrera,1,Dona,Positiu PCR,6,11-06
1976,03,Alt Penedès,08091,Gelida,1,Dona,Sospitós,7,11-06
1977,13,Barcelonès,08019,Barcelona,0,Home,Sospitós,1558,11-06
1978,40,Vallès Occidental,08051,Castellar del Vallès,1,Dona,Positiu PCR,7,11-06
1979,06,Anoia,08104,La Llacuna,0,Home,Sospitós,1,11-06
1980,09,Baix Ebre,43155,Tortosa,0,Home,Positiu PCR,3,11-06
1981,07,Bages,08113,Manresa,1,Dona,Positiu per ELISA,1,11-06
1982,21,Maresme,08172,Premià de Mar,0,Home,Positiu PCR,11,11-06
1983,30,Ribera d'Ebre,43065,Garcia,1,Dona,Sospitós,1,11-06
1984,41,Vallès Oriental,08041,Canovelles,0,Home,Sospitós,7,11-06
1985,18,Garrigues,25058,Les Borges Blanques,1,Dona,Sospitós,2,11-06
1986,07,Bages,08229,Sant Mateu de Bages,1,Dona,Sospitós,1,11-06
1987,25,Pallars Jussà ,25115,Isona i Conca Dellà,1,Dona,Sospitós,1,11-06
1988,40,Vallès Occidental,08260,Santa Perpétua de Mogoda,1,Dona,Positiu PCR,7,11-06
1989,07,Bages,08010,Artés,0,Home,Sospitós,6,11-06
1990,14,Berguedà ,08092,Gironella,0,Home,Sospitós,1,11-06
1991,41,Vallès Oriental,08181,La Roca del Vallès,1,Dona,Positiu PCR,3,11-06
1992,06,Anoia,08119,Masquefa,0,Home,Positiu PCR,4,11-06
1993,42,Moianès,08070,Collsuspina,0,Home,Sospitós,1,11-06
1994,24,Osona,08220,Sant Julià de Vilatorta,0,Home,Sospitós,2,11-06
1995,14,Berguedà ,08016,Bagà,0,Home,Sospitós,1,11-06
1996,15,Cerdanya,17078,Ger,1,Dona,Sospitós,1,11-06
1997,21,Maresme,08230,Premià de Dalt,1,Dona,Sospitós,2,11-06
1998,34,Selva,17146,Riells i Viabrea,0,Home,Positiu PCR,2,11-06
1999,38,Urgell,25050,Bellpuig,1,Dona,Sospitós,2,11-06
